RIR,Country Code,ASN Number,Allocated Date
lacnic,AR,AS27655,20030812
lacnic,BR,AS27656,20030122
lacnic,,AS27657,
lacnic,AR,AS27658,20021226
lacnic,CL,AS27659,20030115
lacnic,CW,AS27660,20030224
lacnic,MX,AS27661,20030115
lacnic,AR,AS27662,20030122
lacnic,CO,AS27663,20041110
lacnic,,AS27664,
lacnic,TT,AS27665,20030131
lacnic,MX,AS27666,20030402
lacnic,MX,AS27667,20030410
lacnic,EC,AS27668,20030321
lacnic,PY,AS27669,20030310
lacnic,CO,AS27670,20030904
lacnic,MX,AS27671,20030415
lacnic,MX,AS27672,20030415
lacnic,MX,AS27673,20030317
lacnic,AR,AS27674,20041116
lacnic,GF,AS27675,20040325
lacnic,CL,AS27676,20041124
lacnic,CL,AS27677,20030430
lacnic,CL,AS27678,20030514
lacnic,PA,AS27679,20030611
lacnic,CL,AS27680,20030603
lacnic,MX,AS27681,20030514
lacnic,,AS27682,
lacnic,MX,AS27683,20030414
lacnic,BR,AS27684,20130401
lacnic,,AS27685,
lacnic,VE,AS27686,20030507
lacnic,PA,AS27687,20030611
lacnic,BR,AS27688,20040308
lacnic,MX,AS27689,20030623
lacnic,AR,AS27690,20031218
lacnic,AR,AS27691,20040105
lacnic,AR,AS27692,20041129
lacnic,BR,AS27693,20030616
lacnic,BQ,AS27694,20030527
lacnic,CO,AS27695,20041129
lacnic,HN,AS27696,20030521
lacnic,BR,AS27697,20030625
lacnic,CO,AS27698,20030605
lacnic,BR,AS27699,20030825
lacnic,AR,AS27700,20030613
lacnic,CL,AS27701,20030912
lacnic,PE,AS27702,20031024
lacnic,,AS27703,
lacnic,MX,AS27704,20030910
lacnic,MX,AS27705,20041011
lacnic,,AS27706,
lacnic,,AS27707,
lacnic,SV,AS27708,20030627
lacnic,AR,AS27709,20030926
lacnic,BR,AS27710,20130401
lacnic,AR,AS27711,20040819
lacnic,BR,AS27712,20030731
lacnic,AR,AS27713,20040906
lacnic,BO,AS27714,20030814
lacnic,BR,AS27715,20030812
lacnic,PA,AS27716,20030821
lacnic,VE,AS27717,20030923
lacnic,AR,AS27718,20031216
